Depression and anxiety,Life satisfaction,Self-esteem,Subjective happiness,Loneliness,Greenspace use (frequency),Greenspace use (duration),Nature view,Sex,Age,Income,Impact of COVID-19 on income,Number of working days,Number of children,Presence of a pet,Frequency of drinking alcohol,Frequency of smoking,Housing type
1,12,32,25,45,0,0,1,male,34,4,3,5,2,0,0,0,owned_flat
5,10,23,20,46,10,9,1,male,35,2,4,5,0,0,0,0,rented_flat
11,13,20,11,59,0,0,1,female,73,1,4,0,1,0,0,0,rented_flat
10,11,25,14,51,0,0,0,male,27,2,4,5,0,0,0,0,rented_flat
3,9,21,20,50,0,0,1,female,35,2,2,6,2,0,1,0,owned_house
6,8,27,14,51,1,3,1,male,29,4,3,5,1,1,4,4,owned_flat
5,10,22,15,56,0,0,1,female,39,2,4,5,3,0,0,0,owned_house
11,12,14,9,58,1,0.5,0,female,25,2,3,7,0,0,3,7,rented_flat
4,14,27,18,33,3,1.5,1,female,50,4,4,0,1,1,2,7,owned_house
4,9,26,16,49,0,0,1,male,23,2,4,5,0,0,0,0,rented_flat
4,14,26,22,47,2,3,1,female,22,3,3,5,0,0,0,0,owned_house
7,11,14,13,73,0,0,1,female,28,2,5,5,0,0,4,0,rented_flat
5,13,23,16,46,3,1.5,0,male,29,3,4,5,1,1,0,0,owned_house
6,10,18,13,60,10,0.5,1,female,35,4,4,5,1,0,4,0,rented_flat
9,11,23,15,62,0,0,1,female,30,4,4,5,2,1,5,0,owned_house
2,12,31,25,40,5,1.5,0,male,27,5,2,7,0,0,1,0,rented_flat
9,9,28,12,51,0,0,0,male,37,2,3,7,0,0,4,0,owned_flat
1,12,37,22,36,0,0,0,female,26,2,4,5,0,0,1,0,rented_flat
3,13,23,20,34,0,0,1,female,25,2,4,7,0,0,0,0,rented_flat
9,9,21,14,53,3,3,1,female,53,3,3,5,0,0,4,0,owned_flat
2,9,30,26,37,10,0.5,1,male,23,4,2,0,0,1,2,0,owned_house
7,10,26,17,49,2,1.5,1,female,54,2,4,5,0,0,4,0,owned_house
5,11,26,14,46,10,5,1,male,23,5,2,0,0,0,0,0,owned_house
2,12,24,16,63,0,0,0,male,36,4,3,5,2,0,0,0,rented_flat
1,9,26,22,40,0,0,1,female,47,4,4,0,0,0,7,7,owned_house
11,10,18,15,61,2,3,1,female,48,1,4,4,0,0,0,0,rented_flat
12,12,20,15,55,0,0,1,male,56,1,1,5,2,0,3,0,owned_house
2,9,24,16,43,3,3,0,male,27,2,4,5,0,0,6,0,rented_flat
9,13,16,13,50,0,0,1,female,20,1,4,5,0,0,4,7,rented_flat
6,11,25,16,50,0,0,0,male,30,4,3,5,0,0,2,7,rented_flat
3,16,31,20,30,20,7,1,female,33,2,3,5,1,0,0,0,rented_flat
0,14,30,24,29,0,0,1,male,35,4,4,5,4,0,5,0,rented_house
1,15,19,19,49,0,0,1,female,49,3,4,0,0,0,0,0,owned_flat
2,13,32,28,22,0,0,1,female,27,3,4,7,0,0,5,0,rented_flat
11,12,27,15,42,10,9,1,male,65,2,1,7,0,0,7,7,rented_flat
1,14,27,23,49,2,3,1,female,30,3,3,0,3,0,0,0,rented_flat
4,13,22,14,52,0,0,1,female,33,2,2,7,0,1,2,7,rented_flat
2,14,30,24,37,0,0,1,female,64,3,4,5,0,1,0,0,rented_flat
2,13,33,24,24,0,0,1,female,59,2,2,5,3,0,0,0,owned_house
6,17,26,18,49,2,1.5,1,male,71,2,4,0,0,0,0,0,owned_house
2,14,33,24,55,0,0,1,male,63,1,4,0,0,0,7,0,other
1,15,30,24,40,0,0,0,male,29,4,3,5,2,0,4,0,owned_flat
7,12,22,16,50,3,0.5,1,female,62,2,4,0,0,0,0,0,owned_house
7,10,21,16,53,0,0,0,male,27,5,3,5,5,1,0,6,owned_house
0,11,21,23,25,7,12,1,male,32,4,4,5,1,0,7,0,other
11,13,28,21,44,2,0.5,1,female,50,1,3,7,0,1,2,7,rented_flat
4,14,27,20,54,2,3,0,male,24,1,4,5,0,0,0,0,rented_flat
5,13,25,22,53,0,0,0,female,23,1,1,0,0,0,2,0,rented_flat
6,6,17,7,70,0,0,1,male,23,4,4,3,0,0,0,0,rented_flat
12,4,20,7,62,0,0,1,male,28,3,5,5,0,0,0,0,rented_flat
1,14,26,25,33,1,0.5,1,female,28,4,3,6,0,0,1,0,rented_flat
9,13,25,16,62,0,0,1,male,25,2,3,5,0,0,3,0,rented_flat
5,5,20,16,49,3,1.5,1,male,41,5,3,7,2,0,6,6,owned_flat
6,15,26,18,56,1,1.5,1,female,36,2,3,5,0,0,2,7,rented_flat
8,12,20,17,52,0,0,1,male,36,3,4,5,0,0,7,7,rented_flat
12,9,14,11,63,1,0.5,1,female,25,5,4,5,0,0,0,0,rented_flat
2,8,24,16,49,0,0,1,male,27,6,4,5,0,0,3,0,owned_flat
7,14,16,16,51,0,0,1,female,28,1,4,5,0,0,2,0,rented_flat
4,10,29,20,44,2,0.5,1,male,34,4,4,5,3,0,5,0,owned_house
0,12,27,20,54,5,1.5,0,female,29,4,4,0,1,0,0,0,owned_house
6,12,32,27,35,0,0,1,female,45,4,4,0,1,0,0,0,owned_house
3,16,26,20,36,2,1.5,1,female,36,2,4,7,0,0,7,0,owned_flat
6,10,24,24,49,4,5,1,male,39,4,4,7,2,0,6,0,owned_flat
3,15,32,28,41,0,0,0,female,30,4,4,0,0,0,0,0,owned_flat
8,10,26,15,62,5,3,1,male,29,5,4,5,0,0,2,0,owned_house
2,9,25,16,54,0,0,0,male,30,2,4,5,0,0,0,7,rented_flat
6,9,16,14,63,20,11,0,female,41,3,4,7,2,0,6,0,owned_house
0,15,29,20,38,3,0.5,1,female,55,5,2,7,0,0,5,0,owned_flat
3,12,24,21,54,2,3,1,male,45,5,1,6,1,0,5,0,owned_flat
2,14,26,20,39,1,0.5,1,female,47,3,3,7,2,0,1,0,owned_house
6,11,18,16,55,0,0,1,male,30,3,4,5,0,0,0,0,rented_flat
0,12,30,20,41,3,0.5,1,male,27,1,4,7,0,0,0,0,owned_flat
5,12,24,20,40,0,0,1,female,26,1,1,0,2,0,0,0,rented_flat
0,13,26,27,31,0,0,1,male,35,3,4,5,0,0,1,0,rented_flat
7,11,29,26,42,3,0.5,1,female,27,5,5,7,0,0,2,0,owned_house
5,11,25,15,67,0,0,1,female,27,5,4,5,2,0,0,0,owned_house
3,15,23,19,50,0,0,1,female,28,1,4,5,0,0,0,0,rented_flat
0,15,32,22,26,1,0.5,0,male,26,3,2,2,0,0,7,0,rented_flat
7,20,32,20,51,1,0.5,1,male,24,2,4,5,0,0,2,0,rented_flat
7,12,26,22,39,2,0.5,1,male,32,3,4,5,1,0,7,0,owned_flat
11,10,22,16,58,20,9,1,male,65,3,4,0,0,0,6,0,owned_house
8,10,24,18,56,0,0,0,female,63,5,4,7,0,0,5,0,owned_house
12,7,14,12,55,30,7,1,female,43,5,4,5,0,1,0,0,owned_flat
1,12,28,20,38,0,0,0,female,60,3,4,0,0,0,4,7,owned_house
0,13,29,17,55,10,1.5,1,male,67,5,4,0,0,0,3,0,owned_flat
0,16,30,25,29,10,5,1,female,62,5,4,0,2,1,2,0,owned_flat
6,16,26,22,64,0,0,1,female,22,1,2,0,0,0,3,0,rented_flat
4,14,21,21,52,0,0,1,female,42,4,3,3,2,0,2,0,owned_flat
1,11,28,21,42,0,0,0,male,52,3,3,6,0,1,0,0,owned_house
8,11,25,14,61,0,0,0,female,35,3,2,0,4,0,0,0,rented_flat
10,16,18,18,52,0,0,0,male,25,2,4,4,0,0,0,0,rented_flat
0,17,32,24,43,20,7,1,male,53,3,5,7,1,0,7,7,rented_house
2,14,28,18,52,0,0,1,male,60,5,3,7,1,1,0,7,owned_house
7,14,23,19,44,0,0,0,male,35,3,4,5,0,0,0,0,rented_flat
7,11,23,15,49,0,0,0,male,27,2,4,5,0,0,4,0,rented_flat
6,0,25,20,51,3,0.5,0,female,42,1,1,0,0,0,0,7,rented_flat
5,10,25,13,48,6,3,1,male,30,5,3,7,2,1,4,5,rented_house
3,16,26,25,32,1,1.5,1,female,23,2,4,5,0,0,4,0,rented_flat
7,11,27,11,50,0,0,1,male,45,3,4,5,2,0,0,0,rented_flat
7,9,29,20,62,1,0.5,1,male,59,2,3,0,0,1,4,0,owned_flat
1,10,30,22,44,0,0,1,female,77,2,4,0,0,1,7,0,owned_house
0,13,30,23,31,3,0.5,1,female,56,3,4,0,0,0,0,0,owned_house
8,12,22,14,60,0,0,1,male,28,2,3,5,0,0,5,0,rented_flat
12,11,15,14,62,1,0.5,1,male,23,2,4,5,1,0,5,0,rented_flat
9,11,23,18,49,0,0,1,female,38,2,2,0,1,0,0,0,owned_flat
7,17,32,24,41,0,0,1,female,47,1,3,7,0,1,2,0,rented_house
10,9,24,14,64,2,3,1,male,33,3,3,7,0,1,1,0,owned_flat
7,13,27,10,55,0,0,1,male,23,1,3,7,0,0,1,4,rented_flat
6,13,29,24,36,4,3,1,female,65,2,2,7,0,0,1,1,owned_house
6,12,21,10,54,2,1.5,1,female,26,1,4,5,1,0,0,0,rented_flat
0,10,25,18,51,0,0,1,female,25,2,3,0,3,0,0,0,rented_flat
6,11,25,10,53,0,0,0,female,29,2,4,0,1,1,0,0,rented_flat
2,9,30,22,41,0,0,1,female,40,4,4,0,1,0,0,0,owned_house
11,8,15,14,68,0,0,0,male,36,4,4,7,0,0,6,0,owned_house
8,13,21,17,48,0,0,1,female,20,5,3,0,4,0,3,0,owned_flat
8,12,24,16,45,2,1.5,0,female,31,4,4,0,3,0,0,0,rented_flat
8,17,18,16,32,0,0,1,female,29,5,4,5,0,0,5,0,rented_flat
2,12,25,16,64,0,0,1,female,55,2,4,0,0,0,2,0,rented_flat
5,14,19,16,52,1,0.5,1,male,27,2,4,5,0,0,3,0,rented_flat
5,14,31,22,46,0,0,0,male,50,2,3,5,0,1,7,7,rented_flat
0,13,34,19,45,1,1.5,1,male,32,3,4,5,0,0,2,0,rented_flat
11,9,15,11,66,0,0,1,female,22,1,2,0,0,1,0,0,owned_house
7,11,21,17,52,0,0,0,female,25,5,1,0,3,0,3,7,owned_house
1,12,33,16,32,0,0,1,male,29,3,4,5,0,0,2,0,rented_flat
9,6,21,16,53,0,0,0,female,33,4,7,5,1,0,0,0,rented_flat
5,7,23,16,52,0,0,1,female,67,1,4,0,0,1,0,0,owned_house
3,11,26,17,63,0,0,1,male,61,2,2,5,0,1,0,7,rented_house
0,16,29,22,31,0,0,0,male,56,4,5,5,1,1,7,7,owned_flat
11,7,26,11,51,0,0,1,male,26,2,4,5,0,0,0,0,rented_flat
5,9,25,16,50,0,0,0,male,53,3,4,7,1,0,0,0,other
4,13,27,20,44,0,0,1,female,33,5,4,0,2,0,2,0,owned_flat
6,12,29,20,29,0,0,0,male,48,4,4,5,0,0,7,7,owned_flat
2,9,20,16,51,0,0,1,female,30,1,2,7,0,0,0,0,rented_flat
5,15,23,18,49,0,0,1,male,26,1,4,0,0,0,1,0,owned_house
3,9,29,19,38,5,3,1,female,71,1,4,0,0,0,0,0,other
2,17,31,25,27,3,1.5,1,female,37,6,4,0,2,0,0,0,rented_flat
8,9,21,18,50,0,0,0,male,40,2,4,7,0,1,0,7,owned_flat
0,12,30,18,42,20,5,1,female,64,1,4,0,0,0,4,0,owned_flat
5,12,33,23,45,8,1.5,1,female,42,5,4,5,0,0,6,0,rented_flat
2,22,25,10,49,2,1.5,1,male,50,4,4,7,1,1,4,0,owned_house
0,12,30,25,33,2,1.5,1,female,63,2,4,5,0,0,0,0,owned_house
0,13,28,19,45,0,0,1,male,58,4,4,7,1,0,0,0,owned_house
2,11,30,20,51,0,0,1,male,46,2,3,6,0,0,2,0,rented_flat
7,8,24,12,62,0,0,1,male,60,3,4,0,0,0,6,0,owned_house
5,16,25,10,46,0,0,1,female,27,2,1,0,2,0,0,0,owned_house
6,12,25,16,51,0,0,1,male,32,6,4,4,0,0,7,7,rented_flat
3,14,22,18,51,20,3,1,male,33,3,4,5,0,0,1,0,rented_flat
4,4,25,12,50,1,1.5,0,male,25,3,3,5,1,1,6,6,rented_flat
5,16,30,22,53,10,5,1,male,61,3,4,5,0,0,0,0,owned_house
4,8,20,12,62,0,0,1,male,35,2,3,5,0,0,0,0,owned_house
1,18,25,23,35,20,3,1,female,31,2,2,0,1,0,2,0,rented_flat
12,13,32,22,34,2,0.5,1,female,52,1,4,0,0,0,0,0,owned_house
4,14,14,12,73,2,3,1,male,55,3,5,5,0,0,1,7,owned_flat
2,16,30,21,53,0,0,1,male,42,5,4,5,2,1,7,0,rented_house
2,12,26,21,45,0,0,0,male,35,4,4,5,0,0,1,0,rented_flat
3,12,40,21,51,0,0,1,male,24,1,4,5,0,0,4,0,rented_house
0,0,23,11,54,0,0,1,male,25,2,4,7,1,1,2,0,rented_flat
2,13,28,20,42,0,0,0,female,33,3,4,5,0,0,0,0,rented_flat
12,8,14,8,75,0,0,0,female,24,1,2,5,0,0,0,0,rented_flat
8,9,22,14,50,1,1.5,1,male,40,2,3,5,2,1,7,7,owned_house
4,18,29,21,36,5,0.5,1,female,29,2,3,0,1,0,0,0,rented_flat
7,10,25,23,45,0,0,1,female,29,6,2,3,0,0,4,0,owned_flat
7,7,27,14,53,0,0,0,male,25,2,2,1,0,0,6,6,rented_flat
6,15,26,22,44,0,0,0,male,62,1,4,6,3,1,7,0,owned_flat
5,11,21,16,59,0,0,0,male,24,1,1,7,0,0,4,0,rented_flat
7,10,24,22,49,0,0,1,female,20,1,1,0,0,0,4,0,owned_house
11,17,20,15,42,3,5,1,female,22,1,1,0,0,0,4,0,rented_flat
2,13,31,26,28,5,3,0,female,29,2,4,2,0,0,6,0,rented_flat
0,12,37,28,30,1,3,1,male,64,5,4,5,0,0,6,6,owned_flat
3,10,16,25,64,0,0,1,male,53,2,5,5,1,0,0,0,rented_flat
0,14,36,28,30,22,5,1,female,26,1,4,5,2,0,0,0,rented_house
9,10,20,15,44,0,0,1,male,53,2,4,5,0,0,2,0,owned_flat
2,14,29,22,49,5,3,1,male,34,5,4,5,1,0,5,0,owned_house
1,14,24,19,53,0,0,1,female,39,3,4,0,2,0,0,0,rented_flat
1,13,31,21,33,10,1.5,1,male,73,1,4,5,0,0,0,7,owned_flat
10,16,20,15,52,5,0.5,1,male,35,5,4,5,1,1,3,0,owned_flat
5,7,26,15,53,0,0,0,male,27,2,6,1,0,0,4,4,rented_flat
10,12,26,20,47,0,0,0,male,38,5,4,5,0,0,1,0,rented_flat
10,13,27,17,58,3,1.5,1,male,64,2,2,3,0,0,5,7,rented_flat
2,0,25,10,49,5,1.5,0,male,42,3,4,5,1,0,0,7,rented_flat
8,12,18,12,52,0,0,1,male,33,3,1,7,2,0,0,0,rented_flat
11,16,15,12,69,1,0.5,1,male,25,2,4,5,3,0,0,0,rented_flat
11,13,16,16,47,10,3,1,female,45,1,2,0,1,0,0,0,owned_house
5,13,24,23,47,0,0,1,male,25,6,4,7,0,0,3,0,owned_house
1,18,31,25,44,12,7,1,male,58,6,4,5,0,1,5,0,owned_house
1,14,30,22,24,0,0,1,male,69,2,1,5,0,1,7,0,owned_house
6,12,24,18,50,1,1.5,1,male,35,4,4,5,1,0,5,7,rented_flat
0,20,34,21,45,1,1.5,1,male,25,4,4,7,3,0,5,5,rented_flat
9,12,27,20,48,0,0,1,male,57,6,4,5,3,0,0,0,owned_house
3,11,26,22,50,0,0,1,female,26,1,4,0,1,0,0,0,rented_flat
6,17,22,10,48,1,0.5,0,male,23,1,1,4,0,0,7,7,rented_flat
10,12,19,18,42,0,0,1,female,55,3,5,5,0,0,2,0,owned_flat
1,12,22,20,74,0,0,1,male,57,1,4,7,0,1,0,0,owned_flat
11,12,25,11,47,1,1.5,0,male,24,2,4,5,1,0,4,0,owned_flat
9,15,27,18,57,15,5,1,female,53,3,2,5,0,1,0,0,owned_flat
3,8,27,21,40,1,0.5,1,female,70,2,4,0,0,0,0,0,owned_house
11,11,18,7,71,3,3,1,female,42,3,4,5,0,0,3,0,rented_flat
3,4,27,17,51,0,0,1,male,31,4,4,5,2,0,0,0,rented_flat
12,12,23,12,69,1,1.5,0,male,42,4,4,5,0,0,1,7,rented_flat
1,12,33,23,29,4,5,1,male,43,3,4,6,5,1,6,0,owned_house
10,10,18,12,63,0,0,0,male,26,2,4,5,0,0,4,0,rented_flat
6,8,24,20,53,0,0,1,male,26,3,4,5,0,0,4,0,rented_flat
1,12,30,23,44,0,0,0,female,59,5,4,5,0,0,5,0,rented_flat
7,18,26,20,28,0,0,1,male,30,2,4,5,3,0,7,0,rented_flat
9,9,21,13,52,6,3,1,male,48,5,3,6,1,1,7,0,owned_house
11,9,14,10,56,1,0.5,1,female,38,2,3,5,0,0,0,0,rented_flat
8,7,22,13,58,0,0,1,male,65,2,4,0,0,0,5,7,owned_house
1,14,31,26,26,3,0.5,1,female,29,5,4,0,1,0,4,0,owned_house
8,10,25,14,34,10,5,1,female,22,4,2,5,1,1,7,7,rented_flat
0,13,31,28,30,0,0,1,female,39,5,3,6,2,0,1,0,owned_house
6,9,27,14,50,0,0,1,female,38,5,5,0,4,0,5,0,owned_house
5,12,34,24,50,0,0,1,female,52,1,4,5,1,1,0,7,rented_flat
1,12,30,23,41,2,1.5,1,male,73,2,4,0,0,0,5,0,owned_house
0,12,26,17,44,2,3,1,male,55,5,3,4,2,1,5,7,rented_house
1,0,27,21,35,2,1.5,0,male,28,3,4,5,2,0,4,0,owned_house
4,6,22,16,51,1,0.5,0,male,23,4,4,5,5,0,1,1,owned_house
6,16,26,19,47,20,7,1,female,26,3,3,7,1,0,0,0,rented_flat
2,12,29,26,44,2,1.5,1,male,54,3,4,6,0,0,2,0,owned_flat
0,13,37,28,20,20,0.5,1,female,65,3,1,0,1,1,0,0,owned_house
11,11,19,15,56,0,0,1,female,25,2,4,4,0,0,3,0,owned_house
0,12,27,20,40,0,0,1,male,26,3,4,5,1,0,0,6,rented_flat
0,11,31,27,25,3,0.5,1,female,73,4,3,0,0,0,4,0,owned_house
1,13,32,27,29,4,5,1,female,25,1,4,5,0,0,0,0,rented_flat
0,12,30,24,28,1,0.5,1,female,71,3,3,1,1,0,6,0,owned_house
0,11,18,21,64,0,0,1,male,31,1,1,7,0,0,6,0,rented_flat
10,12,19,17,50,2,3,1,male,45,3,4,5,0,0,7,7,rented_flat
9,9,16,11,67,4,0.5,1,female,42,2,2,0,0,0,0,0,owned_house
4,16,27,20,41,2,0.5,1,male,36,3,4,5,0,0,6,0,rented_flat
6,0,25,16,49,0,0,1,male,21,1,4,7,4,0,4,0,owned_flat
10,10,15,13,57,4,3,0,male,42,3,4,5,1,0,7,0,owned_flat
7,10,20,16,57,0,0,1,female,55,2,3,5,0,0,0,0,owned_house
7,12,26,14,51,0,0,1,male,26,1,3,5,0,0,3,0,rented_flat
11,10,24,19,53,0,0,1,female,25,1,1,2,0,0,3,0,rented_flat
9,12,29,18,43,0,0,1,female,39,5,4,0,2,0,0,0,owned_flat
4,14,33,18,37,0,0,1,male,43,6,4,5,2,0,7,0,rented_flat
5,14,23,21,46,1,1.5,1,female,25,5,3,5,0,0,3,0,owned_house
11,11,21,16,56,2,1.5,1,male,44,6,4,5,1,1,7,7,owned_flat
1,14,27,19,53,0,0,1,male,67,2,4,6,3,0,0,0,rented_house
1,16,33,27,34,1,3,0,female,23,2,6,5,0,0,2,0,rented_flat
3,12,27,20,50,3,0.5,1,female,30,2,4,5,0,0,0,0,rented_flat
12,7,21,16,59,0,0,1,male,23,1,3,0,0,0,6,0,rented_flat
1,13,26,26,47,3,0.5,1,male,53,4,4,5,0,0,4,0,owned_house
9,9,16,14,49,0,0,0,female,28,4,3,5,0,0,4,0,rented_flat
6,13,28,21,38,1,0.5,1,female,40,4,4,0,1,0,5,0,owned_flat
6,11,25,18,55,0,0,1,male,51,2,3,5,0,0,0,7,rented_flat
10,10,17,14,69,0,0,0,male,49,2,1,5,0,0,0,0,rented_house
12,10,19,13,60,2,0.5,1,male,52,1,1,7,0,0,6,0,owned_flat
0,14,28,24,35,10,3,1,female,51,1,4,3,0,0,7,7,rented_flat
3,6,25,10,68,5,12,1,male,47,1,4,0,0,0,5,0,rented_flat
0,12,24,18,63,0,0,1,female,32,1,4,3,0,1,0,0,owned_house
7,7,29,13,55,0,0,1,male,28,1,2,7,0,0,4,0,rented_flat
5,12,27,19,50,0,0,1,female,69,2,4,4,1,1,0,0,owned_flat
8,8,28,12,46,18,12,1,male,67,3,4,4,0,0,0,0,owned_flat
2,13,31,21,34,3,1.5,1,male,30,2,2,5,0,0,0,7,rented_flat
3,12,26,19,40,0,0,0,female,27,3,4,4,0,0,0,7,owned_flat
12,10,15,13,55,0,0,1,female,44,4,1,5,2,0,6,7,owned_flat
0,17,33,25,57,0,0,1,male,22,5,4,6,2,1,5,5,owned_house
9,6,24,18,44,8,3,0,male,40,4,4,7,2,0,7,0,owned_house
12,8,24,14,49,1,1.5,1,male,39,4,3,5,1,1,0,0,owned_house
6,16,27,23,41,0,0,0,female,29,2,3,7,3,0,0,0,rented_flat
1,15,29,20,48,0,0,1,female,63,1,1,0,0,0,4,7,rented_flat
1,16,35,28,25,0,0,0,female,31,2,1,7,4,0,0,0,owned_flat
5,12,29,16,47,0,0,1,female,64,1,4,0,0,0,0,0,rented_flat
3,15,29,22,33,2,1.5,0,female,29,4,4,7,2,0,7,0,rented_flat
10,11,28,22,40,0,0,1,male,27,5,4,7,0,0,5,0,rented_flat
9,13,25,13,71,0,0,1,male,65,1,2,0,0,0,0,0,owned_house
9,1,26,16,50,0,0,0,male,29,2,4,5,0,0,7,0,rented_flat
4,12,29,26,27,6,5,1,female,22,1,3,0,0,1,6,6,owned_flat
2,8,23,16,47,0,0,0,female,29,3,4,1,1,1,3,2,owned_flat
6,15,29,27,32,0,0,1,female,34,3,2,5,0,0,6,0,rented_flat
10,10,22,16,52,2,0.5,0,female,25,1,6,5,0,0,0,0,rented_flat
1,12,29,22,49,3,0.5,1,male,25,2,3,5,0,0,0,0,rented_flat
9,14,29,23,31,2,3,1,female,37,2,4,5,0,0,5,0,rented_flat
7,15,31,23,48,0,0,1,female,24,2,3,7,1,0,2,0,owned_flat
10,11,30,20,36,0,0,1,female,73,1,4,0,0,0,2,0,owned_house
2,14,30,23,42,20,9,1,male,46,3,3,6,1,0,7,0,rented_flat
9,12,23,18,43,2,0.5,1,male,26,2,3,7,0,0,3,0,rented_flat
4,18,31,20,37,0,0,1,male,23,6,2,0,0,0,0,0,rented_house
5,7,23,20,44,2,3,1,male,23,4,4,5,4,0,4,0,owned_house
6,14,20,22,59,20,9,1,female,27,3,5,0,2,0,0,0,owned_house
6,16,21,13,49,2,1.5,1,male,29,4,4,7,0,0,5,0,rented_flat
6,10,27,22,25,0,0,1,male,27,2,1,5,0,0,3,0,rented_flat
3,13,28,25,51,5,0.5,1,male,28,1,3,6,1,0,2,0,owned_flat
10,11,19,7,66,1,0.5,1,female,48,3,3,5,1,0,7,7,rented_house
0,13,25,28,48,0,0,1,female,37,1,3,5,0,1,0,0,owned_house
7,11,28,16,49,0,0,0,male,26,2,4,7,0,0,4,7,rented_flat
1,17,29,20,40,0,0,1,female,27,4,4,0,2,0,0,0,rented_flat
0,14,27,23,47,0,0,1,male,27,2,4,5,0,0,7,0,rented_flat
1,20,31,22,29,10,1.5,1,male,77,2,4,0,0,0,5,0,owned_house
9,3,27,17,50,1,7,1,male,27,4,6,5,0,0,6,0,rented_flat
12,11,13,5,64,0,0,1,female,60,1,1,0,0,0,0,0,other
10,7,12,9,72,0,0,1,female,33,2,1,7,0,0,0,0,rented_flat
2,11,30,24,43,0,0,1,male,53,4,4,5,0,0,0,0,owned_flat
2,12,27,22,43,0,0,1,female,51,4,4,0,0,0,7,0,rented_flat
3,18,27,23,41,7,1.5,1,male,47,3,3,5,1,0,0,0,owned_house
1,12,24,19,40,10,0.5,1,female,55,3,1,4,0,0,0,0,rented_flat
9,14,18,17,47,1,0.5,1,male,24,2,4,6,0,0,4,1,rented_flat
4,10,20,22,45,0,0,1,female,41,3,3,1,2,0,2,0,owned_house
7,15,17,15,51,0,0,1,female,27,1,2,3,2,0,4,0,rented_flat
0,10,30,20,53,5,5,1,male,23,2,4,7,0,0,1,0,other
8,6,23,16,49,0,0,0,male,56,3,4,7,3,1,7,7,owned_flat
0,16,30,22,34,0,0,1,female,35,6,4,5,0,0,0,0,rented_flat
11,13,26,14,59,5,1.5,1,female,29,4,3,0,1,0,0,0,rented_flat
5,4,28,13,51,1,3,1,male,22,3,4,2,2,0,3,3,rented_house
5,9,28,22,42,3,1.5,1,male,25,4,4,4,4,0,2,0,owned_flat
9,15,24,21,50,1,9,1,male,42,3,5,0,4,0,7,7,owned_flat
2,9,21,14,54,3,0.5,1,male,39,2,4,1,1,0,7,7,owned_flat
6,17,28,20,47,0,0,1,male,24,2,1,6,0,0,5,5,rented_flat
6,14,17,19,39,0,0,1,male,47,3,4,7,0,0,4,0,rented_house
1,15,31,28,44,5,0.5,1,male,27,2,1,5,0,0,0,0,rented_flat
0,11,28,18,33,0,0,1,male,64,1,1,0,0,0,6,0,owned_flat
3,12,26,26,32,0,0,1,female,36,3,3,1,1,0,4,0,owned_flat
2,12,26,19,54,4,0.5,1,female,65,1,5,0,0,0,1,0,owned_house
7,12,18,18,51,0,0,1,male,25,2,5,5,1,0,4,5,other
1,12,36,23,51,3,3,1,male,29,4,4,5,1,0,5,0,rented_flat
11,9,15,8,64,3,0.5,1,male,36,3,4,5,2,0,3,0,owned_house
0,14,29,16,41,1,0.5,1,female,38,3,2,5,0,0,1,0,owned_flat
10,12,25,20,51,5,3,1,female,25,1,3,6,1,0,2,0,rented_house
5,15,30,22,33,10,3,1,female,55,4,3,3,1,0,4,0,owned_flat
1,15,28,19,32,1,0.5,1,female,65,4,3,7,1,1,7,0,rented_flat
2,13,27,23,47,0,0,0,male,39,3,4,5,0,0,3,0,rented_flat
5,15,29,22,47,0,0,1,female,30,2,4,5,0,0,2,0,rented_flat
8,11,24,15,33,1,1.5,1,male,26,6,4,5,0,0,4,0,owned_house
3,15,34,21,43,15,0.5,1,male,42,4,4,5,1,1,7,7,owned_house
3,10,31,19,51,5,7,1,male,27,3,4,7,0,0,1,0,rented_flat
4,10,16,9,77,0,0,1,male,31,1,4,7,0,0,2,0,rented_flat
4,13,25,22,27,0,0,1,female,26,2,4,5,1,0,5,2,rented_flat
1,14,26,26,44,0,0,0,female,22,1,2,7,0,0,5,0,owned_flat
4,15,33,18,49,0,0,1,male,54,4,6,5,0,0,5,7,owned_flat
10,8,28,13,46,0,0,1,male,28,2,4,5,0,0,1,0,rented_flat
3,15,30,23,31,1,0.5,1,male,48,6,3,5,0,0,6,0,rented_house
6,8,24,16,56,0,0,1,male,53,5,3,5,5,0,7,0,owned_house
1,12,38,28,30,0,0,1,female,51,4,4,0,1,0,0,0,rented_flat
0,14,31,25,26,1,1.5,0,male,29,5,4,5,3,0,4,0,owned_house
5,16,30,21,50,8,3,1,female,30,4,3,5,0,0,1,0,rented_flat
10,18,25,16,44,0,0,0,male,23,6,4,0,0,1,7,0,owned_house
6,11,25,16,51,0,0,0,female,28,4,3,0,1,1,0,0,owned_house
2,14,31,26,45,15,1.5,1,female,36,4,4,5,0,0,1,0,rented_house
0,15,31,28,26,0,0,1,female,31,2,4,5,0,0,4,0,rented_flat
6,14,25,14,50,1,3,0,male,39,6,4,6,5,0,2,4,other
5,11,23,16,50,3,1.5,1,male,38,3,4,7,0,0,7,0,rented_flat
7,13,29,24,33,10,3,1,female,20,3,1,0,4,0,6,0,owned_house
11,12,24,17,53,0,0,1,male,62,1,4,1,2,0,0,0,owned_house
0,13,26,16,51,10,12,0,male,56,1,4,0,0,0,4,0,rented_flat
4,13,23,20,33,1,3,1,female,34,4,4,5,0,0,4,0,owned_house
