Depression and anxiety,Life satisfaction,Self-esteem,Subjective happiness,Loneliness,Greenspace use (frequency),Greenspace use (duration),Nature view,Sex,Age,Income,Impact of COVID-19 on income,Number of working days,Number of children,Presence of a pet,Frequency of drinking alcohol,Frequency of smoking,Housing type
1,10,17,19,53,0,0,1,female,30,2,4,0,1,0,0,0,rented_flat
0,11,30,20,42,5,1.5,0,male,72,1,4,0,0,0,3,0,owned_house
3,14,23,14,53,0,0,1,female,50,3,1,0,2,0,6,0,rented_house
11,14,21,11,54,0,0,1,male,53,3,4,0,0,1,0,0,rented_house
12,11,21,13,53,1,0.5,1,male,56,1,4,7,0,0,4,7,rented_flat
1,11,35,23,46,0,0,0,female,65,1,4,0,0,0,0,7,owned_house
4,10,25,20,50,0,0,1,female,34,3,3,5,0,0,0,0,rented_flat
2,11,25,16,52,0,0,1,male,67,4,4,0,0,0,7,0,owned_flat
0,11,24,18,53,0,0,1,male,69,1,4,0,0,1,7,0,owned_house
7,6,25,19,44,0,0,1,male,63,2,4,0,0,0,1,4,owned_flat
1,16,27,18,52,0,0,1,male,62,6,2,0,0,0,0,0,rented_flat
3,14,28,28,35,0,0,0,female,37,1,3,3,0,0,0,0,owned_house
11,9,15,4,76,0,0,1,female,49,2,2,0,1,0,0,7,owned_house
10,16,25,14,49,0,0,0,male,46,1,2,2,0,1,1,4,owned_house
9,9,17,10,65,0,0,1,female,65,1,4,7,0,0,0,0,rented_flat
0,14,37,22,52,0,0,0,male,44,2,3,5,0,0,0,7,owned_house
5,9,25,16,51,0,0,1,male,70,3,4,0,0,0,6,0,owned_flat
10,15,24,13,52,2,1.5,0,male,22,4,3,0,0,0,1,0,rented_flat
9,11,25,14,51,0,0,1,male,60,4,3,5,0,0,7,0,owned_house
0,12,28,20,44,10,0.5,1,male,75,1,2,0,0,0,5,0,rented_flat
2,2,27,15,51,0,0,1,male,33,2,4,5,0,0,7,7,rented_flat
9,6,22,16,60,0,0,1,female,29,2,4,5,0,0,4,0,owned_flat
9,11,21,16,47,0,0,0,female,29,2,3,7,0,0,4,0,rented_flat
5,15,28,19,55,0,0,0,female,58,1,4,0,0,0,0,0,owned_house
2,5,23,13,48,0,0,1,male,25,2,3,6,0,0,4,0,rented_flat
5,14,29,16,49,0,0,0,female,77,2,4,0,0,0,2,7,owned_house
10,13,20,17,53,0,0,1,female,50,3,2,7,0,0,4,0,rented_flat
2,10,28,18,42,1,0.5,1,female,70,1,4,0,0,0,0,0,rented_flat
3,12,29,22,53,1,0.5,1,male,62,5,2,5,0,1,6,0,owned_house
9,11,30,18,62,15,5,1,male,60,4,4,7,0,0,4,0,owned_house
3,11,25,16,49,0,0,0,male,44,1,3,7,0,0,7,0,rented_flat
10,14,23,21,38,0,0,1,female,67,1,4,0,0,0,6,0,owned_house
1,10,32,24,29,2,1.5,1,female,74,2,3,0,0,0,0,0,rented_flat
6,8,23,14,45,5,5,0,male,26,3,5,5,0,0,0,7,rented_flat
2,20,23,16,45,0,0,1,female,29,4,4,5,0,0,4,0,owned_flat
9,12,23,21,46,0,0,0,female,38,3,3,2,0,1,0,0,rented_flat
7,16,23,19,62,0,0,1,female,45,2,2,5,0,0,4,0,owned_house
0,11,30,22,36,4,1.5,1,male,75,3,4,7,0,0,7,0,owned_flat
1,12,29,20,46,0,0,1,male,70,1,4,0,0,1,7,7,owned_house
2,10,28,16,50,0,0,1,male,44,2,4,5,0,1,0,7,owned_flat
11,16,29,20,55,7,0.5,1,female,66,4,1,0,0,1,7,0,owned_house
6,14,33,28,40,1,1.5,1,female,74,1,4,0,0,0,0,0,owned_house
6,14,29,20,45,0,0,0,male,56,5,4,6,2,0,7,0,owned_house
10,11,10,12,51,0,0,0,male,24,2,4,2,0,0,0,0,owned_house
4,11,28,18,42,4,5,1,male,48,4,4,5,0,0,3,0,owned_house
6,16,30,21,40,0,0,0,female,53,4,4,5,0,0,4,0,owned_flat
10,13,30,20,50,4,5,1,male,58,3,3,5,3,0,6,0,owned_house
0,9,30,16,44,0,0,1,male,53,3,2,7,0,0,0,7,rented_flat
3,10,27,14,46,0,0,1,male,52,5,4,5,0,1,6,0,owned_house
6,16,20,17,54,4,1.5,1,female,32,4,4,7,0,0,1,0,rented_flat
12,8,28,20,51,3,1.5,1,male,47,5,4,5,0,0,2,0,owned_house
8,11,27,19,44,0,0,0,female,55,5,4,5,2,0,0,7,rented_flat
10,0,25,15,52,0,0,1,male,56,3,4,5,0,0,4,0,owned_house
4,6,13,18,59,0,0,0,female,52,1,4,3,0,0,0,0,rented_flat
0,16,30,22,55,5,1.5,1,male,37,1,4,5,0,0,5,0,rented_flat
0,14,30,20,42,0,0,1,male,67,1,4,0,1,0,5,0,owned_flat
8,14,23,13,68,8,3,0,male,72,1,4,0,0,0,0,0,rented_flat
1,11,30,20,45,0,0,1,male,33,2,4,5,0,1,6,0,other
10,13,23,12,51,0,0,1,male,31,2,1,7,0,0,7,7,rented_flat
2,10,32,23,55,0,0,0,male,54,5,4,5,0,0,0,0,rented_flat
2,9,28,24,52,0,0,1,female,77,2,4,0,0,1,0,0,owned_flat
8,11,21,12,52,0,0,1,female,32,1,4,5,0,0,2,0,rented_flat
5,13,30,20,30,0,0,1,female,61,2,1,0,0,0,7,7,owned_house
4,16,29,28,40,0,0,1,male,24,4,3,5,0,1,7,7,owned_flat
1,16,30,19,40,2,0.5,1,male,68,3,2,3,0,1,7,0,owned_flat
2,10,28,16,48,0,0,1,male,28,3,3,5,0,0,1,0,owned_house
8,11,20,16,49,0,0,0,female,39,2,4,5,0,0,4,0,rented_flat
1,9,26,17,48,15,3,1,female,34,2,4,7,0,0,4,0,rented_flat
1,18,22,21,52,2,7,1,male,35,5,4,5,4,0,7,0,rented_flat
7,12,27,16,50,0,0,0,female,45,2,4,5,3,0,7,7,rented_flat
9,11,20,18,51,1,0.5,1,female,59,3,3,5,1,0,0,0,owned_house
5,11,23,20,52,0,0,1,female,45,2,4,5,2,0,5,0,owned_flat
2,15,30,21,41,15,5,1,male,62,2,4,5,0,0,2,0,owned_flat
10,12,21,18,57,0,0,1,female,57,6,4,0,0,0,0,0,owned_house
10,11,27,16,48,2,0.5,0,female,50,4,3,5,0,1,0,0,owned_house
1,18,26,19,50,5,1.5,1,female,47,3,3,3,0,1,5,0,owned_house
6,9,22,16,45,0,0,0,female,30,6,5,7,1,0,1,0,owned_flat
1,16,29,20,41,3,1.5,1,female,42,3,4,0,0,1,0,0,owned_flat
6,15,23,15,50,3,0.5,1,female,30,2,4,5,0,0,2,0,rented_flat
4,12,25,20,36,0,0,1,female,48,4,3,3,2,0,4,0,owned_house
6,0,25,16,51,0,0,1,male,42,4,5,5,0,0,5,0,rented_flat
1,14,30,22,50,0,0,1,female,56,1,5,5,0,0,3,0,owned_house
6,1,26,17,63,0,0,0,male,37,3,4,5,0,0,0,0,rented_flat
4,11,25,22,40,6,5,1,female,42,3,3,1,2,1,0,0,owned_house
6,13,29,17,30,0,0,1,male,43,1,1,4,0,0,0,7,owned_house
8,14,24,17,42,0,0,1,female,59,1,3,7,0,1,0,0,owned_house
6,11,23,16,49,5,1.5,1,male,42,4,4,5,2,0,0,0,owned_flat
6,0,25,16,51,1,1.5,1,male,31,1,4,5,0,0,6,0,rented_flat
1,12,32,27,28,2,0.5,1,female,44,6,4,0,2,0,7,0,owned_house
0,12,35,25,40,5,3,1,male,66,1,4,0,0,0,7,0,owned_house
2,10,27,18,42,0,0,1,female,25,6,4,5,0,1,4,4,owned_house
2,0,25,16,49,0,0,1,female,45,1,4,7,0,0,2,0,owned_house
3,14,29,22,47,1,1.5,0,male,72,2,4,3,0,0,1,0,owned_house
2,2,25,20,48,1,3,1,male,68,3,4,0,2,0,6,0,owned_flat
0,16,28,22,39,0,0,1,female,25,2,4,5,0,0,1,0,rented_flat
0,15,29,16,47,1,0.5,0,female,65,1,4,0,0,0,0,7,owned_house
0,12,32,28,36,0,0,1,male,67,6,5,7,0,1,0,0,owned_house
6,11,28,24,51,20,12,1,female,60,3,1,0,0,0,6,7,owned_house
0,14,30,28,27,0,0,0,male,40,5,4,5,0,0,0,0,rented_flat
1,12,28,21,43,4,0.5,1,female,66,2,4,5,0,0,2,0,rented_flat
5,12,17,11,64,2,0.5,1,male,30,2,4,5,0,0,4,0,rented_flat
8,13,28,19,45,2,0.5,1,female,63,1,4,0,2,0,0,0,rented_flat
1,7,23,13,49,2,1.5,1,female,25,4,3,7,0,1,0,0,owned_house
8,12,16,12,60,0,0,1,female,35,1,1,7,0,1,0,0,owned_flat
5,14,34,20,35,0,0,1,female,70,3,4,0,0,0,0,0,owned_house
3,11,27,21,50,0,0,0,female,70,1,4,0,0,0,0,0,owned_house
7,11,28,20,36,0,0,1,female,63,2,2,0,0,0,7,0,rented_flat
0,14,37,28,21,5,1.5,1,female,72,5,3,0,0,0,0,0,owned_house
7,10,27,15,28,3,3,0,female,32,2,2,0,1,0,0,0,rented_flat
7,9,23,16,55,0,0,0,male,29,1,4,0,3,0,0,0,owned_house
6,10,32,13,36,0,0,1,female,28,2,2,5,0,0,4,6,rented_flat
2,5,28,19,34,1,0.5,1,male,70,4,2,5,0,0,7,0,rented_flat
8,7,23,11,48,0,0,0,male,42,6,7,0,5,0,0,0,other
3,8,24,17,45,0,0,1,male,47,3,4,5,0,0,7,7,owned_house
7,10,18,18,58,2,0.5,1,female,40,6,4,0,2,0,0,0,owned_flat
0,14,25,20,40,1,1.5,1,male,46,3,3,6,0,0,5,0,owned_house
0,12,36,24,28,20,5,1,male,46,6,5,5,0,0,2,7,owned_house
5,18,26,23,52,3,1.5,1,male,31,4,3,5,2,0,6,0,rented_flat
0,9,31,21,39,0,0,1,male,79,4,4,0,0,0,0,0,owned_house
3,13,29,19,40,1,0.5,1,female,54,1,3,0,2,0,7,0,other
2,9,29,21,43,3,1.5,1,female,54,2,3,4,0,0,0,0,rented_flat
6,8,22,16,52,0,0,0,female,28,2,2,5,2,0,0,0,owned_house
7,10,27,17,46,2,3,0,male,30,3,4,5,1,1,4,0,owned_flat
12,11,24,14,51,0,0,1,male,44,3,4,6,0,1,4,7,rented_flat
6,12,26,27,29,2,0.5,1,female,55,5,4,0,0,0,3,0,rented_house
8,11,27,13,54,0,0,1,male,65,2,4,5,0,0,7,0,owned_flat
9,12,24,20,44,0,0,1,male,39,3,4,5,0,0,0,0,rented_flat
2,5,25,16,49,0,0,1,male,53,1,4,5,0,0,4,0,rented_flat
7,11,26,16,59,0,0,1,female,32,4,4,0,1,0,0,0,other
9,14,22,19,39,0,0,1,female,59,3,1,0,0,0,0,0,rented_flat
7,17,30,23,39,3,1.5,1,male,35,4,5,5,0,0,6,0,rented_flat
6,13,19,15,55,10,3,1,female,55,6,2,0,0,0,4,0,rented_flat
5,13,30,23,41,0,0,1,female,72,2,1,3,0,0,7,0,owned_house
6,11,25,16,51,0,0,0,male,22,1,7,0,0,0,0,0,other
4,19,25,18,53,10,5,1,female,28,2,2,0,0,0,0,0,rented_flat
1,10,31,23,39,1,0.5,1,male,70,4,4,7,0,0,6,0,owned_house
4,16,26,18,50,1,0.5,0,male,38,3,3,5,1,0,1,0,owned_house
0,11,28,16,49,0,0,0,female,77,4,4,0,1,0,0,0,owned_house
6,10,19,14,57,0,0,0,male,47,3,4,5,0,0,0,0,owned_house
0,11,33,24,27,5,1.5,1,female,73,3,2,0,0,0,4,0,owned_flat
10,11,20,16,52,0,0,0,female,29,2,4,5,0,0,4,0,rented_flat
7,15,25,22,39,0,0,1,male,51,3,5,5,0,0,5,0,owned_house
5,15,26,17,53,2,0.5,1,male,71,2,4,0,0,0,6,0,owned_house
4,16,27,21,46,0,0,1,female,70,3,3,2,0,0,4,0,owned_house
10,10,23,16,59,1,1.5,1,female,26,1,4,5,0,0,0,0,rented_flat
11,5,13,9,80,0,0,1,female,59,4,4,5,0,0,0,0,rented_flat
8,2,21,12,52,0,0,1,male,30,2,2,6,4,1,7,7,owned_house
11,11,10,8,51,0,0,1,female,32,2,3,3,0,0,3,0,owned_house
1,11,29,19,42,0,0,1,female,63,4,4,5,0,0,5,0,owned_house
1,11,29,22,42,0,0,0,female,63,4,2,0,0,1,5,0,owned_house
2,15,37,23,33,0,0,1,male,29,6,5,5,0,1,6,0,owned_house
5,16,27,19,50,0,0,0,female,21,2,4,5,0,0,0,0,rented_flat
12,10,24,16,68,0,0,1,female,59,2,4,7,0,0,5,0,other
1,14,32,22,39,2,5,1,female,67,2,3,3,0,0,5,7,rented_flat
7,11,22,16,47,0,0,1,female,77,3,4,0,0,1,5,5,rented_flat
0,12,29,21,44,0,0,1,female,65,1,5,5,0,0,2,0,rented_flat
2,14,28,23,39,0,0,1,female,69,1,4,0,0,0,0,0,rented_flat
0,16,25,16,51,20,1.5,1,male,59,6,4,5,1,0,4,0,owned_house
8,11,19,10,55,0,0,1,male,32,1,3,5,0,0,1,0,owned_house
10,10,16,9,56,1,1.5,1,female,44,1,2,0,0,0,0,0,owned_house
6,6,26,16,51,0,0,1,male,55,2,3,7,0,0,0,0,rented_flat
2,15,28,23,47,0,0,1,female,51,5,4,0,3,1,4,2,owned_house
9,7,25,22,52,0,0,1,male,31,2,3,7,0,0,4,0,rented_flat
6,9,16,20,65,0,0,1,female,34,1,4,0,2,0,3,0,rented_flat
5,16,22,16,51,0,0,1,female,49,5,4,5,1,0,0,0,owned_house
6,16,22,22,54,5,5,1,female,60,6,3,6,3,0,0,0,owned_house
12,9,16,10,70,0,0,1,female,47,5,2,5,1,0,0,0,owned_house
1,14,29,24,45,0,0,1,female,64,1,4,0,0,0,0,0,owned_house
2,9,19,11,52,0,0,0,male,50,3,4,5,0,0,4,0,rented_flat
11,11,25,15,45,0,0,1,male,72,1,4,6,0,0,2,0,other
2,10,26,15,51,0,0,1,female,62,4,4,5,0,1,0,0,owned_house
0,14,28,22,38,10,0.5,1,male,61,4,4,4,0,0,0,0,owned_house
0,9,21,18,43,1,3,1,male,42,2,3,3,0,0,5,0,rented_flat
2,0,26,16,49,0,0,0,female,32,3,1,7,0,1,7,0,owned_house
6,13,25,19,46,2,1.5,1,female,27,2,3,5,0,0,2,0,rented_flat
6,11,25,16,39,0,0,0,female,34,2,5,0,1,0,0,0,rented_flat
10,5,21,13,57,0,0,0,female,43,2,3,5,0,0,2,0,rented_flat
0,13,35,23,33,2,0.5,1,female,56,5,2,0,0,0,0,0,owned_house
11,15,25,18,49,0,0,1,female,45,3,4,4,2,0,0,0,owned_flat
9,12,27,17,43,0,0,1,male,58,3,2,5,0,0,0,0,owned_flat
3,6,26,18,44,0,0,0,male,54,4,4,5,0,1,4,7,owned_flat
6,13,25,20,46,0,0,0,male,32,1,4,4,0,0,0,0,rented_flat
5,15,26,21,41,0,0,1,male,72,2,4,0,0,0,7,0,owned_flat
12,4,25,16,51,0,0,1,male,23,1,4,0,0,0,2,0,rented_flat
9,10,22,17,45,0,0,1,female,45,4,2,7,0,0,1,7,rented_flat
1,14,33,28,30,5,12,1,male,71,3,1,7,3,1,0,0,rented_flat
6,10,27,21,42,25,0.5,1,male,38,3,3,0,3,0,7,7,rented_flat
4,13,30,17,31,0,0,0,female,71,1,4,0,0,1,0,0,owned_house
0,14,26,21,43,0,0,1,female,58,2,4,0,0,1,4,0,owned_house
4,12,22,19,50,0,0,1,male,33,5,3,5,0,1,4,0,owned_flat
1,10,28,21,50,10,1.5,1,male,37,4,4,7,1,0,2,7,rented_flat
0,11,28,20,50,0,0,1,female,56,1,4,3,0,0,7,7,other
7,15,31,15,38,1,3,1,female,29,3,1,0,0,0,0,0,rented_flat
2,14,25,23,45,0,0,1,female,69,2,4,0,0,0,0,7,owned_flat
5,12,23,18,40,0,0,1,female,55,5,3,0,1,0,3,0,owned_house
9,12,24,19,47,0,0,1,female,52,3,4,0,0,0,6,0,owned_flat
4,9,27,19,54,2,5,1,male,71,2,3,0,0,1,7,0,owned_house
1,11,26,16,48,0,0,0,female,51,2,3,7,0,1,0,7,owned_house
7,11,26,18,54,5,7,1,male,72,1,3,0,1,0,7,0,owned_house
7,11,28,16,53,5,1.5,1,female,65,2,1,5,2,0,7,0,rented_flat
9,11,26,21,25,2,0.5,1,female,75,2,3,0,0,0,0,0,owned_house
8,8,20,10,62,0,0,1,male,45,2,4,7,0,0,7,7,rented_flat
11,11,15,7,58,1,0.5,1,male,56,2,4,2,0,0,6,0,rented_flat
4,13,27,13,46,5,0.5,1,male,43,3,4,5,0,1,5,7,rented_house
10,15,29,16,55,0,0,0,female,46,3,3,5,1,0,0,0,owned_house
7,16,31,24,48,0,0,1,female,37,4,4,7,0,0,4,0,owned_house
12,11,13,8,57,0,0,1,female,27,2,2,0,0,0,0,0,owned_flat
3,16,29,25,53,0,0,1,female,38,2,4,5,1,0,0,0,owned_house
4,15,35,24,26,4,1.5,1,male,20,1,1,0,0,1,4,7,rented_flat
6,0,25,15,49,0,0,0,female,23,1,4,5,3,1,0,0,other
7,7,23,17,54,15,0.5,1,male,63,3,3,5,0,0,1,0,rented_house
10,12,27,17,46,0,0,1,female,35,4,3,0,1,1,0,0,rented_flat
1,12,37,13,53,20,5,1,male,47,4,4,5,0,0,5,0,owned_house
5,5,27,18,47,0,0,1,female,24,2,4,5,0,0,0,0,rented_flat
7,6,17,19,52,0,0,0,female,23,5,5,5,5,0,1,0,owned_house
1,14,26,18,64,4,0.5,1,male,29,3,2,5,1,0,1,0,rented_flat
0,9,25,28,53,0,0,0,male,22,5,4,5,0,0,2,0,owned_house
2,11,32,24,38,0,0,1,female,49,3,3,7,0,0,1,7,owned_house
4,10,26,16,49,5,5,1,female,24,6,4,5,0,1,2,0,owned_house
5,14,28,23,56,0,0,1,female,64,1,1,0,0,1,3,0,owned_house
4,11,24,18,52,4,3,1,male,65,1,1,0,0,0,0,0,rented_flat
5,13,30,20,35,2,0.5,1,male,54,5,4,5,0,0,3,7,owned_house
2,11,21,14,49,0,0,1,female,43,2,2,0,0,0,0,0,other
11,10,35,22,43,5,3,1,male,51,1,4,6,0,0,0,7,rented_flat
2,14,26,18,42,0,0,1,female,38,4,4,3,2,0,2,0,owned_flat
2,16,32,24,48,0,0,1,female,27,3,4,7,0,0,0,0,owned_flat
1,15,40,27,49,0,0,0,male,26,3,4,5,0,0,7,4,rented_flat
4,14,29,26,33,1,0.5,0,female,37,3,4,0,0,0,3,0,rented_flat
7,14,21,17,41,0,0,1,female,32,3,4,0,1,0,0,0,owned_flat
1,15,33,23,44,0,0,1,female,41,4,2,4,0,0,4,0,rented_flat
7,0,19,17,49,0,0,0,female,22,1,4,0,0,0,0,0,rented_flat
6,11,24,16,49,0,0,0,male,25,3,7,0,1,0,0,0,rented_flat
2,13,25,18,39,2,0.5,1,female,69,5,4,0,0,0,0,0,owned_flat
8,14,29,20,39,15,7,1,female,35,2,1,0,2,0,1,0,rented_flat
4,6,18,20,47,0,0,1,female,69,2,4,0,0,1,0,0,owned_house
5,13,25,18,51,0,0,0,female,31,2,4,5,1,0,0,0,rented_flat
3,20,27,17,50,2,0.5,1,male,48,4,4,5,3,0,7,0,owned_house
5,7,23,15,56,0,0,0,female,58,4,4,5,0,0,3,0,owned_house
2,8,27,21,45,0,0,1,female,70,3,4,0,0,0,4,0,owned_flat
9,7,14,10,73,0,0,1,female,23,2,5,5,0,1,0,7,owned_house
11,8,17,14,59,0,0,1,female,65,1,4,0,0,0,0,0,owned_house
3,7,28,19,37,15,0.5,1,male,72,1,4,0,0,0,7,0,owned_flat
6,13,14,18,52,0,0,1,female,42,5,4,5,0,0,4,0,owned_flat
0,12,31,19,28,0,0,1,male,54,2,2,6,2,0,0,0,owned_house
4,12,30,21,48,2,0.5,1,female,64,1,3,0,0,0,7,0,owned_house
11,11,13,11,79,0,0,1,male,34,1,4,7,0,0,0,0,rented_flat
5,11,14,14,55,0,0,0,female,27,4,3,0,0,1,0,0,owned_house
8,10,29,20,50,0,0,1,female,57,6,5,0,1,0,7,0,owned_flat
3,11,24,18,37,3,0.5,1,female,71,2,4,0,0,0,0,0,owned_flat
6,13,29,23,42,0,0,1,female,41,4,4,0,1,0,3,0,owned_house
1,0,25,16,51,0,0,1,male,50,2,4,5,2,0,0,0,owned_house
2,16,26,18,43,1,0.5,1,male,26,2,4,5,0,0,4,0,rented_flat
2,6,25,10,44,0,0,1,female,42,3,5,0,3,0,0,0,rented_flat
7,11,22,19,45,0,0,1,male,35,1,1,0,1,0,4,7,owned_flat
7,4,25,10,49,0,0,1,female,60,3,4,5,1,0,1,1,rented_flat
8,16,21,18,40,2,0.5,1,male,31,4,6,5,1,0,3,0,rented_flat
6,11,25,16,51,1,1.5,1,male,43,5,4,5,4,0,5,0,owned_flat
7,6,22,16,50,0,0,1,male,34,1,2,4,2,0,1,0,rented_flat
1,14,32,24,46,0,0,1,female,64,1,4,0,0,0,0,0,owned_flat
2,14,36,23,45,0,0,1,female,47,3,4,0,2,0,0,7,rented_flat
8,10,19,20,40,0,0,1,female,26,3,4,5,0,0,0,0,rented_flat
1,13,31,21,40,0,0,0,male,75,2,4,0,0,0,7,0,rented_flat
8,12,26,18,51,0,0,1,female,22,6,4,7,0,0,4,4,owned_house
5,7,24,16,51,0,0,0,male,66,1,4,0,1,0,0,7,rented_flat
10,8,22,15,47,1,3,1,female,24,5,4,4,2,0,4,0,rented_flat
5,12,31,21,53,3,3,1,male,73,5,4,2,0,0,4,0,owned_house
3,7,25,20,38,5,3,1,female,45,4,2,5,1,1,7,0,owned_flat
1,10,29,19,58,0,0,1,male,68,1,4,0,0,1,7,0,owned_flat
8,14,37,27,43,0,0,1,female,46,4,3,2,2,0,0,0,owned_house
9,9,26,19,36,4,0.5,1,male,71,1,4,0,0,0,7,0,owned_house
10,9,28,17,47,0,0,1,male,21,4,4,0,0,0,1,0,rented_flat
2,13,33,28,22,0,0,0,female,29,5,4,7,0,1,3,0,rented_flat
3,15,31,22,58,2,1.5,1,male,47,1,1,4,0,0,4,7,rented_flat
8,4,28,15,53,0,0,1,male,43,1,1,0,2,0,0,0,rented_flat
1,16,26,17,54,0,0,1,female,53,5,4,5,1,1,7,7,owned_house
8,7,23,12,58,0,0,1,male,33,5,4,5,1,0,6,6,other
1,0,30,20,40,0,0,1,male,68,2,4,0,0,0,0,0,owned_house
2,12,21,16,56,0,0,1,male,27,2,4,5,0,0,0,0,rented_flat
0,9,29,23,40,2,0.5,1,male,61,5,4,5,0,1,5,0,owned_house
11,9,19,18,55,0,0,0,male,47,4,2,5,0,0,5,0,owned_flat
2,22,25,22,49,5,3,1,male,33,4,2,5,2,0,4,0,rented_flat
7,8,29,19,50,0,0,0,male,21,6,4,0,0,0,4,0,owned_house
2,4,26,16,53,1,0.5,1,male,40,6,4,5,2,1,0,0,owned_house
1,15,29,21,40,0,0,1,female,40,1,4,7,0,0,0,7,rented_flat
5,8,27,16,52,0,0,1,female,39,2,3,0,2,0,0,0,owned_flat
2,6,26,17,50,0,0,1,male,27,4,4,7,1,1,1,1,rented_flat
6,10,22,14,52,1,0.5,1,male,45,1,1,7,0,0,5,0,owned_house
0,17,28,19,41,0,0,1,male,68,4,4,5,0,0,4,0,owned_house
11,16,22,20,64,2,0.5,1,male,44,5,3,5,2,0,6,0,owned_flat
7,16,23,16,52,0,0,1,female,36,1,4,5,1,1,0,0,rented_flat
6,11,25,16,51,0,0,0,male,49,2,3,5,0,0,1,7,rented_flat
12,9,10,10,71,0,0,0,female,55,2,4,5,0,0,7,0,other
0,15,34,24,31,3,0.5,1,male,72,3,4,0,2,1,7,0,owned_house
2,13,32,24,31,0,0,1,male,78,4,4,0,0,0,5,0,owned_flat
2,11,28,26,29,1,0.5,1,male,46,1,4,6,2,0,2,0,owned_flat
10,10,18,16,48,4,1.5,1,female,40,4,3,7,0,1,0,0,rented_flat
1,13,36,19,43,1,0.5,1,male,48,1,4,5,1,0,7,7,rented_flat
6,11,23,16,55,0,0,1,male,47,2,6,6,0,0,1,7,rented_flat
0,11,28,19,38,15,5,1,male,71,4,2,5,0,0,7,0,owned_flat
10,11,21,15,53,0,0,0,female,67,1,4,0,0,1,0,0,owned_flat
0,11,29,17,40,3,11,1,male,73,2,4,0,1,0,7,7,owned_flat
4,10,19,15,47,0,0,1,male,33,1,4,7,2,0,0,7,rented_flat
1,7,23,14,51,5,1.5,0,female,52,4,4,2,0,1,7,0,owned_flat
0,15,33,25,29,0,0,1,female,53,4,4,7,0,0,0,0,owned_flat
5,11,25,22,38,0,0,1,female,56,5,4,5,0,0,2,0,owned_flat
4,9,29,17,38,0,0,1,male,61,1,3,7,0,0,6,0,owned_flat
5,9,20,18,58,0,0,1,male,36,2,3,5,0,0,1,0,rented_flat
4,14,25,20,48,0,0,1,female,50,4,4,0,0,1,0,0,owned_flat
0,14,30,24,36,4,1.5,1,male,68,2,4,1,0,1,7,0,owned_house
2,14,30,24,56,0,0,1,female,71,2,4,0,0,0,0,0,owned_house
0,12,28,19,55,1,1.5,1,male,25,2,4,5,0,1,7,7,rented_flat
2,9,30,20,41,20,0.5,1,female,73,1,4,0,0,0,0,0,owned_house
0,8,39,26,24,31,12,1,female,79,3,4,0,1,0,0,0,owned_house
0,14,29,19,35,0,0,1,female,73,5,4,0,1,0,5,0,owned_flat
12,3,22,15,52,0,0,1,male,51,1,3,7,0,1,0,7,rented_flat
1,14,35,24,28,0,0,1,male,55,6,4,5,0,0,6,7,owned_flat
2,12,25,19,48,10,3,0,male,28,5,4,5,0,0,0,0,rented_flat
6,13,25,16,51,0,0,0,female,65,1,3,7,0,0,0,7,rented_flat
5,8,25,18,52,0,0,1,male,73,3,4,0,0,0,7,7,owned_house
6,11,24,16,49,0,0,0,male,33,4,4,5,0,0,7,0,rented_flat
9,9,20,10,61,0,0,0,male,70,2,1,7,0,1,7,0,rented_flat
11,14,27,19,47,0,0,1,female,36,3,4,5,0,0,5,0,rented_flat
9,11,15,12,68,0,0,1,female,43,3,1,5,0,1,0,0,owned_house
1,10,32,24,49,0,0,1,male,48,3,4,5,0,0,6,0,owned_house
6,13,25,19,42,0,0,1,female,37,2,2,5,0,0,0,7,owned_house
5,10,26,15,50,2,0.5,1,male,79,3,4,0,0,0,0,0,owned_house
2,13,29,23,35,0,0,1,female,33,1,3,0,2,0,0,0,rented_house
3,2,25,14,49,0,0,0,female,37,2,4,0,3,0,0,7,rented_flat
0,13,30,26,35,20,0.5,1,female,62,1,4,3,2,0,6,0,owned_house
4,11,22,20,48,0,0,1,female,31,3,3,7,2,0,4,0,rented_flat
5,2,26,16,50,0,0,1,male,38,5,4,5,0,0,0,0,rented_flat
8,9,25,18,39,0,0,1,female,62,5,3,6,0,1,6,0,owned_house
6,6,23,14,48,3,1.5,1,male,26,3,3,4,3,1,5,5,owned_flat
10,13,23,18,55,10,5,1,male,48,6,3,7,0,1,4,7,owned_flat
11,13,16,15,59,6,3,1,male,41,4,4,5,2,0,1,7,owned_flat
0,14,30,20,44,10,3,1,male,72,1,4,0,0,0,7,0,owned_flat
9,10,20,13,69,0,0,0,male,50,3,4,5,0,0,0,0,owned_house
12,11,15,10,64,0,0,1,male,39,2,4,5,0,0,2,0,rented_flat
5,6,26,19,52,28,7,1,male,29,1,4,0,0,0,0,0,rented_flat
7,10,23,18,32,3,3,1,male,77,2,2,0,0,0,7,0,rented_flat
2,11,28,17,54,0,0,1,male,29,3,3,5,0,0,0,0,rented_flat
1,12,30,21,35,0,0,1,female,55,3,4,5,0,0,5,7,owned_house
8,12,23,15,60,0,0,1,male,35,1,4,3,2,0,6,7,owned_flat
7,10,22,17,51,3,1.5,1,male,20,2,3,0,1,0,4,0,owned_house
12,11,26,14,48,31,0.5,1,female,70,1,4,0,0,0,4,0,rented_flat
6,2,24,20,47,0,0,0,female,27,3,5,5,0,0,2,0,rented_flat
1,11,25,18,49,1,0.5,1,male,60,3,4,7,0,1,6,0,owned_flat
